Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-06-12,45.30418014526367,45.381933746768155,45.03793329119162,45.094482345524824,67644400
2018-06-13,44.93191909790039,45.44556326002106,44.87066030223181,45.33717844207278,86553600
2018-06-14,44.95547866821289,45.13690377351365,44.818821123524955,45.132190452604284,86440400
2018-06-15,44.49365997314453,44.80467436726028,44.35700246014303,44.774043181267466,246876800
2018-06-18,44.470096588134766,44.58319108715091,44.10724649411106,44.26746699665913,73939600
2018-06-19,43.7514762878418,43.90227017955534,43.223695869239414,43.62188694452313,134314000
2018-06-20,43.942317962646484,44.10724819574322,43.76089290863536,43.90697705384341,82514800
2018-06-21,43.69729232788086,44.37822160419487,43.57477114874314,44.11904287817479,102847600
2018-06-22,43.57005310058594,43.859859393539764,43.51821736100589,43.85279121043432,108801600
2018-06-25,42.9221076965332,43.570050812040066,42.58282054445238,43.21191397426476,126652400
2018-06-26,43.454593658447266,43.94938797353978,43.009280212947836,43.115310134188796,98276800
2018-06-27,43.39098358154297,44.12610333725696,43.36035239331826,43.643090484345954,101141200
2018-06-28,43.70671081542969,43.87399953844859,43.30616485853516,43.37685028509541,69460800
2018-06-29,43.61481475830078,44.104895760187524,43.096461027816034,43.89283951007356,90950800
2018-07-02,44.102535247802734,44.130811570292906,43.216621705982554,43.310870122267346,70925200
2018-07-03,43.334442138671875,44.28397318836197,43.24490701595224,44.24627381087891,55819200
2018-07-05,43.683143615722656,43.92111774246245,43.41925521678168,43.65015756585503,66416800
2018-07-06,44.2886848449707,44.39706605714836,43.63602832826301,43.68786407155159,69940800
2018-07-09,44.90363311767578,44.92719252665673,44.60204535912611,44.64916777229769,79026400
2018-07-10,44.84944534301758,45.06856619589097,44.80938751433222,44.934267130145,63756400
2018-07-11,44.26747131347656,44.71513962901053,44.20385407867217,44.41355187208477,75326000
2018-07-12,45.0096549987793,45.09919009160523,44.6043958141694,44.65623154209923,72164400
2018-07-13,45.08034133911133,45.20050402258601,44.979024743264155,45.02143742844953,50055600
2018-07-16,44.98139190673828,45.391360903359555,44.86593892521994,45.12511762037944,60172400
